beer_ABV,beer_beerId,beer_brewerId,beer_name,beer_style,review_appearance,review_palette,review_overall,review_taste,review_profileName,review_aroma,review_text,review_time
6.8,56071,1075,Hopportunity Knocks,American IPA,4.5,3,4,4,vince4953529,3.5,"Purchased in Portland during my spring break Pacific Northwest trip, the only bottle offering I've had from Caldera. Poured is a orange hued color. This IPA tastes maltier than the ones I used to have. Drinking at near room temperature made this even maltier-tasting, which isn't necessarily bad, but to me it tastes more like an amber than an IPA. It's a good beer but not outstanding.",1270773135
6.8,56071,1075,Hopportunity Knocks,American IPA,4,3.5,3,3,mpensworth,3.5,"A: Dark amber with a slight hint of red. S: Lots of citrus, but it's kind of weak. T: Good hop flavor, pretty bitter. You get an immediate citrus flavor followed quickly by the bitterness. M: Medium body, a little too bitter and malty on the aftertaste for me. Much prefer their IPA in a can. D: Moderate drinkability, I had the bomber myself, and didn't want another one. I too was excited to see a Caldera in a bottle, but after tasting it I much prefer their IPA or Pale Ale in a can.",1268330124
6.8,56071,1075,Hopportunity Knocks,American IPA,4.5,4,4,4,Spikester,4,"Clear dark amber with a good three finger white head. Plentiful lacings. Aroma is fruity citrus hops with a bit of leather. Taste is full deep leathery bitter hops with the correct amount of malts. The label describes ""centennial hops"" as the mainstay of all that bitterness. Mouthfeel is just right, and drinkability is very good for this style. Kudos to Caldera for daring to bottle a limited production beer. Their normal regimen is cans. Cool label. Give the fellows from the ""State of Jefferson"" a big thumbs up! Keep it coming Caldera!",1267513681
6.8,56071,1075,Hopportunity Knocks,American IPA,4,4,4,4,cswhitehorse,4,The hopportunity knocks poured a copper color with a 2-3 finger foam head with decent retention. The nose is high on citrus since on the bottle it mentions solely Centennial. You also get a little sweetness. Solid malt backbone with a moderate bitterness. Not over the top but manageable. In the mouth it tickles the roof of the mouth and leaves a mark on tongue. Overall a good offering in a bottle from the boys down south.,1267323401
6.8,56071,1075,Hopportunity Knocks,American IPA,4.5,4,5,4,kevinmkirk,5,"What's this? Caldera brew in a bottle! Who knew?! I thought they were strictly about the can, but I stand corrected. The pour is a nice copper color with a thin layer of head that vanishes quickly, and the lacing is minimal. Citrus hops along side mild malts on the nose. Mouthfeel is medium with a nice amount of carb. The flavor is good and hoppy; nice and bitter! This is not a beginner's ale, so if you are new to the micro game, this may not be the beer for you. Since this is a Caldera brew, it could EASILY pass for an IPA. Overall drinkability is great. I really like this and could easily sit down with a few of these on a weekend with friends and a barbeque.",1267073262
,42964,1075,Imperial Stout,American Double / Imperial Stout,4,4.5,4.5,4,grumpy,4.5,"On tap at Concordia Alehouse in Portland, OR. For the record, this was not billed as the Old Growth on the beer list. I have a new entry on my very favorite Imperial Stouts list. What a dandy brew! I've never quaffed a stout quite like this one. Huge chocolate/spice aroma, nice creamy medium-full body with moderate carbonation and little lace left on the pint glass. Fabulous roasty, sweet, chocolate, spice (cinnamon, nutmeg?) taste that just hits the spot. Not particularly hoppy, but an adequate bite from the alcohol, roast barley/black patent/spice. A great balance of flavors that is complex, yet seamless. I really can't quite do this beer justice in a review, so why doesn't everybody go blow all the kegs of this stuff in Oregon and convince Caldera to ramp up the production?",1212201268
7.6,10793,1075,Cauldron Brew,American Strong Ale,4.5,4,5,4.5,freed,5,"Had this on tap at Horse Brass. It arrived at the same time as my wife's Guinness and our friend's Black Butte. The similarity in the beers visibly was uncanny. It was a solid opaque black graced with a regal quaff of foam. The aroma was tart and slightly smokey. Mild, but partly due to the competition with the fancy pipe smoke from the guy sitting next to us. The taste was astounding. Its rare that you stumble across something that can easily replace a standard with such ease. Nothing in this beer is overstated, but the smooth combination of dry, tart and peat, with a slight fruitiness in just the right amount for a sweet compliment. This is a stellar seasonal, and I hope they keep the recipe. I would not change a single thing. There seems to be confusion over what this beer is. Caldera's ""site"" says that it changes by season. This years seems to be somewhere between a tart stout and a old brown.",1100675578
5.4,10785,1075,Ashland Amber,American Amber / Red Ale,4,3.5,4,4,HopDerek,4,"A can picked up in Baltimore. Pours a clear amber color with lots of foamy off-white head. Good retention leaves some spotty lacing. Smells of grassy hops, bread, caramel, and earth. Tastes of bread, toasted grains, caramel, lite citrus, and an earthy and grassy finish. Medium in body with good carbonation. Clean and smooth, malty and grainy with a nice bitter finish. Refreshing and easy to drink, a nice canned amber ale that I would definitely enjoy while out and about in the Summer time.",1242585931
5.4,10785,1075,Ashland Amber,American Amber / Red Ale,3.5,4.5,4.5,4,Spikester,4,I assume this is fairly fresh as it is the first time I have seen it at my favorite beer store. Pours clear amber with a one finger white head. Fair lacings. Aroma is very hoppy for the style. Taste is quite hoppy earthy slight citrus and a firm but not overly sweet backbone. Medium dry mildly bitter finish. A bit astringent on the palate. Not sweet and cloying like most American Ambers. I think this is a bit on the bitter side for the style. Which would make it closer to a PA which I like very much. So for my tastes this is fine. If you enjoy your ambers on the sweeter side you better pass on this beer.,1237619118
5.4,10785,1075,Ashland Amber,American Amber / Red Ale,4,4,4,4,djeucalyptus,4,"Saw the colorful can on the store shelves and realized it wasn't Caldera Pale! Amber is finally in a can! pours a rich, orange tinged textbook amber hue, crystal clear with a thick, light tannish-orange two-finger head that has impressive retention and leaves behind just a bit of lacing. more lacing and this one would be perfect. aroma is a fairly potent yet straight forward mix of malts, a hint of caramel, and green, herbal, and pine hop notes. Simple, yet effective. Taste follows suit in its simplicity and effectiveness. Clean, with a decent malt backbone gives it a hint of caramel sweetness, flanked by some fairly hoppy notes. hints of vegetable and green herbal notes are present along with a bit of black tea. A good bitter kick from the galena hops in the finish. Mouthfeel is clean, well carbonated, medium body, and all around a solid example of an amber. nothing outstanding, but can't find any fault. All in all, I'm stoked to see Caldera Amber in a can, which definitely helps the drinkability score. on their website, they say ""Simplicity is the key to this recipe."" Sounds about right. nothing earth-shattering, but definitely a solid amber that I could drink a few of in a row. Enough hop and malt character to push it past most generic ambers, this one is a definite winner in my book.",1236796559
5.4,10785,1075,Ashland Amber,American Amber / Red Ale,4,4,4,4,pjbear05,4,"Served in dining room of Crater Lake Lodge, Crater Lake National Park, OR, in 12 ounce pilsner glass. Dark amber color with one finger head. Initial hop aroma pronounced. Slight lemon tang gave way to pronounced hop finish. Very drinkable, would make a good session beer. A pity I was not able to try CBC's IPA this trip. As good as the Amber was, the IPA would have been outstanding.",1222463257
5.4,10785,1075,Ashland Amber,American Amber / Red Ale,4,3.5,4,4,flexabull,3.5,"Pours a bright and clear amber color with a nice head. Aromas are subtle, some malts, and a bit of sweetness. Flavors are similar to that of brewed tea, with some malt sweetness and creaminess. The finish is crisp and a tad bitter from the hops. Mouthfeel is pretty good, a nicely carbonated beer. Very session worthy amber. Nothing special, but it's simple and tasty.",1171415361
5.4,10785,1075,Ashland Amber,American Amber / Red Ale,4,3.5,3.5,3.5,KoG,3.5,"Nice amber color and sticky white head. Light hop presence backed by a strong malt body and a bit of yeast. A bit flowery and sweet. Tastes solidly malty with a decent hop touch. A bit sour on the finish but otherwise not bad at all. Finishes smooth as well. Not bad, a more enjoyable amber and very nice looking to say the least.",1112670229
5.4,10785,1075,Ashland Amber,American Amber / Red Ale,3.5,3.5,4,3.5,Crotor,4,"I seem to have had better luck than RedDiamond with Caldera's beers. Luckily, I've never had a contaminated beer from Caldera. (Might the problem be the tap lines at the Creek? I've never had trouble with Caldera at the Black Sheep...) Pours a clear and light amber, with one finger of off-white, moderately lingering head. Solid, fresh aroma of pine and citrus hops. The beer has a quite fresh citrus hop flavor, backed by surprisingly moderate bitterness and balanced by a big, caramely and slightly bready maltiness. Otherwise clean, with few esters. Presents a medium-light body for a pleasant and appropriate mouthfeel. A well-balanced beer with excellent fresh hop flavor, making for a good session beer. Overall, a solid amber.",1105475593
5.4,10785,1075,Ashland Amber,American Amber / Red Ale,3,2,2.5,3,RedDiamond,2.5,"As with Calderas Oatmeal Stout, I relied upon a visit to the Ashland Creek Bar and Grill to make my appraisal of their amber and was disappointed in being served a spoiled beer. Its quite frustrating to travel 600 miles round-trip to sample a beer as close to the source as possible, only to get a bad pour. Am I the victim of an arbitrary occurrence or a systematic glitch? Cant say. But readers may check out my review/rant for Calderas Oatmeal Stout to learn why I hold the brewery at least partly responsible for the quality of their beers as dispensed through their hometown accounts. Meanwhile, Ill attest that I have reason to believe that Ashland Amber is otherwise a popular local favorite under ideal circumstances. It has a very up-front hop presence for an amber and I imagine that theres a fine brew lurking about somewhere beyond the tainted lines of Ashland Creek. I hope someday to find it.",1103504824
5.4,10785,1075,Ashland Amber,American Amber / Red Ale,2.5,3,3.5,3.5,Hopswagger,3.5,"P: Pours a rich copper color with a white foamy finger of fast fading head. Not much lacing on sides once swirled, pretty docile. N: A sweet malty citrus malt with hints of nuts and floral hops. Maybe some hidden pine lurking in the mix. T/M: Sweet malt with roasted nuts. Nice addition of floral hops and a dry slightly bitter orange peel finish. Medium body with a touch of tingle on the way down. Comes across much like an IPA. O: Good mix of bitter and sweet, rolls around the tongue rather nicely. Nice amber for sure one of my favorites thus far. Nice relaxing beer to enjoy. Will revisit soon.",1325203961
5.4,10785,1075,Ashland Amber,American Amber / Red Ale,4.5,4,4.5,4,BrewerB,4.5,"Grabbed this can at Hi-Time Wine Cellars in Costa Mesa. Pouring into a Firestone Walker nonic pint glass. Mostly clear amber hued with an off-white head that formed a couple fingers thick and retains well. Lightly toasted nuttiness with a piney, citrus-rind hop. Slight salted cracker underneath. Forward medium to medium-high bitterness with a citrus hop kick. Malt makes itself known, complimenting the hop flavor with toasty/nutty quality. Medium-finish lets the malts linger on in the palette. Dry. Medium-light bodied with a moderate-level of carbonation. This is one of the better amber ales I've sampled. Excellent toasty/nutty malt pairs excellent with the citrusy hops. Beautifully balanced, one I'd return to again and again.",1321930609
5.4,10785,1075,Ashland Amber,American Amber / Red Ale,4,4,3.5,3.5,Samp01,3.5,"Pours a nice copper / amber with a medium tan lasting head and nice lacing. Aroma of earthy piney hops, followed by some caramel malt and nice fruity bouquet. Taste is resiny earthy piney hops with some nice caramel maltiness and light fruity notes. Palate is nice crisp medium body with good carbonation. Finish is sweet caramel malt with some fruitiness ending with a good hoppy bitterness. Overall a seemed a bit on the hoppy side but seems to be well balanced, a good drinkable brew.",1321644594
5.4,10785,1075,Ashland Amber,American Amber / Red Ale,4,4,4,4,tdm168,4,"Pours a pale amber with a mountain of white, dense, foamy head that has great retention. The nose has faint notes of bready malt, citrusy and pineapple hop aromas, and slight soapiness. The taste is slightly bready malt up front with a mellow citrusy, pineapple-like hop finish. The mouthfeel is lighter than expected, moderately carbonated, but smooth and drinkable. This is an enjoyable beer, but it's hard to classify as an amber. There are notes of mild IPA all over this. The malt characteristics are typical West Coast IPA as are the hops. Overall, despite the style arguments, it's delicious and enjoyable.",1320882789
5.4,10785,1075,Ashland Amber,American Amber / Red Ale,3,2.5,3,3.5,Ryan011235,3,"Poured into an E&J Cask & Cream glass on 9/27/11 Clear, honey-brown amber with a touch of copper. One thumb of puffy foam; it starts to dissipate quickly. Tiny granules of lace follow the beer with each sip; many slide right down the glass. Smells ok; floral hops and hint of leafy hops are blocked by a strong caramel and doughy bread combo. Hmm; perhaps this isn't the freshest. The flavor profile is set up in a similar manner. There is a decent showing of hops, but they are floral and delicate; bitterness is very low. Perhaps a subtle nip of pine here and there. Solid caramel and bread backdrop, but the hops aren't pushed aside. Around medium body with rolling carbonation. Finishes pretty clean. This is a pleasant drinking amber ale. I'd like to try it super fresh at some point.",1317255653
5.4,10785,1075,Ashland Amber,American Amber / Red Ale,4.5,4.5,4.5,4.5,cbarrett4,4.5,"Possibly the best amber I have tasted in recent memory. Poured from can into Deschutes becker style pint glass. Really lovely amber hue with reddish highlights, pure white head leaving a gorgeous lace. Initially comes off metallic, (after enjoying their pale ale), but second sip doesn't have that issue. Lots of bright fruit, bready yeast and malt notes, hint of English style hops and caramel. Really stunning if not overly complex nose. Richly flavored with emphasis on the malts. Really nice caramel streak with apple, fig, bread, and nutty notes. Gorgeous. Texture is wonderful, superb grip and wonderful intensity of flavor. Medium to long finish, great balance. Alcohol is moderate so this is nearly sessionable. This does what amber ales are supposed to do: be enjoyable, complex, and balanced. Awesome stuff!",1315424350
5.4,10785,1075,Ashland Amber,American Amber / Red Ale,4.5,3.5,4,4.5,ReelBigwigFish,4,"Poured into pint glass A: Transparent dark amber color, very frothy off white head, leaving tons of lacing and the head receding into a fluffy pillow over the beer. S: Sweet caramel and bready malt aromas, mixing pretty evenly with citrus fruit and pine hops. Smells very good, but would prefer a little heavier on the hop. T: Delicious blend of the sweet and bready malt flavors with (mostly) piney hops. Finishes on the dry side with pine flavors lingering. M/O: Medium body, light-medium carbonation, gets a little creamy in the middle. Insanely drinkable. Definitely a great session beer. I prefer my ambers with a little more hop, but this beer is really good.",1315362671
5.4,10785,1075,Ashland Amber,American Amber / Red Ale,4,4,4,4,MTNboy,4.5,"It has a dark bronze and amber body. The head and lace are full, rocky and tan. The aroma is sweet but there is some yeast spice and little floral accents. It reminds me of a pale ale flavor a bit bitter, grapefruit like but has a sweet melon finish. The mouthfeel is medium. The carbonation had a lot of staying power.",1312710063
5.4,10785,1075,Ashland Amber,American Amber / Red Ale,3.5,3,3.5,3.5,Phelps,3.5,"Poured into a small snifter. Honey-colored and perfectly clear, topped with a fizzy khaki head that crackles and pops to nothingness after a few seconds. A tiny sticky ring is left behind. Sweet nose. Apricot, apple juice, sweet honey-baked biscuits. More sweet than bready. The flavor seems at first as if it'll be majorly hoppy, with lots of earthy, spicy bitterness. Fruit soon takes over, however, with honey drizzled apple slices. Its almost like apple or apricot pie, with malt delivering the buttery crust. The slightly drying finish leaves lingering toasted biscuit notes. Medium-light body, soft carbonation but moderate fizziness. Caldera has themselves a very drinkable amber here. It skews to the sweet and fruity, with the bright fruit flavors intriguing and bringing you back for another sip, and just enough hops to balance.",1311634196
5.4,10785,1075,Ashland Amber,American Amber / Red Ale,3.5,3.5,3.5,4,rootbeerman,3.5,"A: a can of amber liquid that pours to a finger of short lasting head, but does leave a bit of a halo. S: mostly caramel sweet malt. Then hidden within the sweetness is a nice touch of pine hops. T: very malty and sweet but has a nice hop background that is mostly piny but not overly bitter. M: smooth a touch thick but the carbonation. O: I really like this, this could be my everyday brew.",1311501130
5.4,10785,1075,Ashland Amber,American Amber / Red Ale,4,4.5,4,4,oglmcdgl,4,"A can on the late poured into a pint glass. A- a stiff pour brings about three good fingers of light tan head that rises above the glass a bit and holds nicely before settling to a thick ring, a thin skin on top, and a few spots of sticky lace. Sunset amber orange in color with a touch of haze to it. S- a killer juicy fruity hopping up front and a mildly sweet and bready malt backbone. Simple but great smelling stuff. T- light citrus and tropical fruits on top of a well balanced malt profile that brings some light caramel and toasted bread. Super clean finish. M- medium body and about the same in carb. Just right for the style. Amazingly thirst quenching and refreshing. O- great amber right here. I could kill a sixer of these no problem and I will be as soon as I can. I gota find out how much a case of this is for my next beach run.",1309930169
5.4,10785,1075,Ashland Amber,American Amber / Red Ale,4,3.5,4,4,zeledonia,3.5,"Pours a clear medium yellowish amber. Cream-colored head, slightly orange tint, and ample. Lots of big bubbles that break fast, leaving a thin layer on the surface. Tons of bubbly streams rising up through the glass. Decent lacing. Smell is mostly hops. I can tell the malts are there, but I don't really pick them up directly. The initial hop hit after the pour is really nice, with a decent amount of citrus and some pine. After that, it fades, leaving mostly light aromatics. Taste is a good balance, with no flavors really pushing out from the pack. A solid blend of tangy light malts and gentle barely-bitter hops pretty much all the way through. I like the flavor, I just wish it were more persistent. It disappears rather quickly, leaving some grassy hop flavors for a short time before they're gone completely. Very little bitterness anywhere in the taste. Medium-light in body, carbonation is slightly less than average. Finish is like soft water. A good, balanced amber ale. No powerful flavors, but the whole comes out really nice. A well-balanced, tasty beer.",1309322165
5.4,10785,1075,Ashland Amber,American Amber / Red Ale,4,3.5,3.5,4,kbutler1,3,Can. Poured into a tulip glass a fairly clear copper amber color with a 2 finger ligth tan head. The nose has a sweet orange caramel aroma mixed with a slight breadiness. Medium mouthfeel. Starts with a light sweet orange flavor mixed with a some caramel notes. Slight bitterness in the end that lingers for a second. A fairly straight forward amber. Not bad but nothing extraordinary. Some lace left on the glass.,1307054114
5.4,10785,1075,Ashland Amber,American Amber / Red Ale,4,3.5,3.5,4,loren01,4,"A: Pours an amber color, good sized bubbly white head with nice lacing down the glass S: Nice hop aroma is the first thing I notice, also some honey sweetness in there T: Biscut malt flavor up front followed by a nice crisp hop flavor. M: Light to medium bodied carbonation is just right D: This is a very drinkable beer, goes down very easily...very tasty amber.",1306638282
5.4,10785,1075,Ashland Amber,American Amber / Red Ale,3.5,3,3.5,3.5,MaltsOfGlory,3.5,"The appearance isn't bad, the head is a little weak, it is only one half finger in length and isn't sticking around that well, it looks somewhat frothy, but not too creamy. The head is pretty much totally white, where as the body is a standard amber color, there are hughes of orange in here as well, the beer is see through is some areas, but for the most part completely non transparent. it looks ok, nothing special. The smell leads me to think that I'm not going to like the beer, it's all malt on the smell, almost no hops to speak of, and an amber ale should have some hops in there. Not only that, but the malt smells like it's the kind of malt I really don't like, the malt that tastes like it smells before you even brew the beer, just a complete grain taste. We will see, but the smell doesn't give me high hopes. Well on the first taste I took I couldn't really detect any hops, and frankly I thought the beer was extremely boring on the first taste. However, on the second and third sips, the hops are coming out a little bit more. The malts are for sure not too bad, they aren't really the kind of bad taste I was detecting on the smell. This is a very drinkable beer, and not bad by any means, but I frankly wish there was more taste to it. On some tastes this beer deserves a 4, but on others it deserves a 3.5, so I dunno. The taste just isn't as bold and powerful as it could be, but it is crisp and refreshing, and it does have some nice flavors to it. The mouthfeel isn't too bad, a little thin, but it does have some girth to it, not too bad. Overall a good beer, not amazing, but good. Frankly I can't find anything too wrong with it other than the smell, but I guess it just wasn't hitting on all cylinders for me, for some reason. I could totally understand and respect this beer getting a A- from someone else, it just wasn't doing that for me today.",1304496933
5.4,10785,1075,Ashland Amber,American Amber / Red Ale,4,3.5,3.5,4.5,sulldaddy,3.5,"Pouring at room temp into a pint glass. Just got this from my buddy Ragingbull in a trade. Pours a bright clear copper hue with fluffy eggshell white head of 2 cm foaming up. Fades at a steady pace leaving some large lattice on the glass and creating some large craters in the foam. Relatively quickly gets to a sturdy surface layer. Aroma is some grainy malt and hints of corn husk and caramel with some grassy hops and just a hint of pine sap. First sip reveals an average body with very mild, smooth, rolling carbonation. Texture is soft and silky on each sip.The beer really caresses my palate. The flavor is as nose advertises with some grainy malt going to caramel. Then come the hops, grassy and pine again come into play and bitter up my mouth a little, but actually give back to a husky grainy finish. No hint of ABV which is good since the can says 5.6 and I shouldnt really be able to get that anywhere. A nice easy drinking session beer in a can. I like it!",1302402558
5.4,10785,1075,Ashland Amber,American Amber / Red Ale,4.5,3,4.5,3.5,bagpiper2005,4.5,"Pour: Clear red-amber in color with a tall two and a half fingers of white head that retains decently and leaves some nice lacing on the glass. Smell: Faint aroma with some piney hops, a little bit of malt, and a hint of iced tea. Taste: Rich biscuit malty taste with a fair bit of caramel as well. The middle is nutty and the beer finishes up semi-sweet and with quite a punch of piney hops. Mouthfeel: Light with a fair amount of carbonation, but not overly done. Crisp and clean. Drinkability: Easily drinkable and very sessionable. Could have a few easily. Final Notes: A very good amber ale - lots of biscuity, caramelly goodness but the hoppy back end is also a pleasant surprise. And it comes in a can, perfect for tailgating, fishing trips, or on the links.",1298939599
5.4,10785,1075,Ashland Amber,American Amber / Red Ale,4,3.5,4.5,4,tbraun1,4,"A - Rich copper amber color, with a nice finger head and some lacing retention. A bit cloudy but definitely inviting. S - Sweet malt smell, kinda toasty with no pronounced hop aroma that I could pick up. T - Nice caramel/toasty flavors here with some hops peeking in on the back end. Very well balanced between malts and hops. M - Smooth body and not overly carbonated. D - All and all very drinkable. Glad I snatched one of the five they had left in the make your own six pack aisle. That being said, hopefully there are some left when I go back.",1298334430
5.4,10785,1075,Ashland Amber,American Amber / Red Ale,4.5,2,3.5,4,KomodoDragon,3.5,"Being East coast, I've never had a beer from Oregon (Wine yes - beer no). And I've never had an amber in a can. So when receiving an Ashland Amber from a friend, I was anxious to give it a go. A - Poured a perfect copper color into a 25th anniversary Bell pint glass, nice head, retention, and lacing S - I smell nothing. Nothing. T - Very smooth, nothing harsh, but lacking in character. Little hop finish. I was expecting a bit more malt flavoring. M - Good and smooth. Very approachable. D - Very easy drinking. Half way thru, and literally looking at it as a half empty Bells pint glass , I was wishing it was a Bells Amber.",1298086841
5.4,10785,1075,Ashland Amber,American Amber / Red Ale,4,3,3,3.5,u2carew,3.5,12oz can A) Pours with a big head. Takes a bit to settle. Clear amber body. S) Subtle fruity esters. T) Earthy sweetness. Nutty. Caramel. The flavors aren't too strong just melancholy and pleasant. A nice hop bite in the finish. M) Fairly smooth. Medium body. Slightly dry in the finish. D) A decent Amber. I'd probably have another if it were available.,1297818763
5.4,10785,1075,Ashland Amber,American Amber / Red Ale,4,4,4,4,NeroFiddled,4,"Appearance: Slightly hazy orange-copper body beneath a creamy head of yellowed off-white. Head retention is very good; lacing is good. Smell: Lots of toasty caramel malt. It's like golden caramel with a few kernels of barley, a hint of cocoa, and some nuts in it. Floral and citrusy hops. Very nice. T: The hops make a greater appearance in the flavor, but the wide, sweetish malt still remains the focal point. It's nicely balanced between malt and hops; and a very firm bitterness anchors it. It finishes drying with notes of leafy and grassy hops as the malt erodes from the palate. M: Medium bodied and gently crisp. Smoother as it warms. D: English in origin, but decidedly American, Caldera's amber is readily accessible to even the most basic drinker, yet still satisfying to the initiated. Quite drinkable!",1297278402
5.4,10785,1075,Ashland Amber,American Amber / Red Ale,4,4,4,4,Flightoficarus,4,"A - Pours a hazy amber hue with a large, fluffy white head, with decent retention and lacing. S - Smell is of caramel malts and pine, with citrus notes. T - Taste is of toasty, biscuit-like caramel malts, with a balancing, but resinous pine flavor, and some citrus fruits (grapefruit, lemon). Pretty standard fare amber flavors, but done very well. Good degree of balance between being malty and hoppy. M - Medium-bodied, with modest carbonation, and slightly noticeable hop oils (Not IPA-like, but there). D - Very quaffable stuff for sure. Great for sessioning! Overall - A nice gem in the rough of the amber ale category. A solid session beer that packs good flavor too. Recommended.",1297077581
5.4,10785,1075,Ashland Amber,American Amber / Red Ale,4.5,4.5,4.5,4.5,morenone,4.5,"I got this as a single in a mixed six pack. I can't tell how it smells because I got this stupid axe body wash for christmas and that's all i can smell when i raise the glass to my mouth. It's got great color, good head and great taste. It's a little sweet, not too bitter. I would definitely get it again.",1294636662
5.4,10785,1075,Ashland Amber,American Amber / Red Ale,4.5,3.5,4,3.5,oberon,3.5,"Poured into a standard pint glass a clear amber wich was expected,a huge blossoming white head that stuck like glue,maybe not so much,very nice.Toasty caramel malt shows thru more than the herbal hops in the nose wich was also a bit unexpected,maybe not so nice.Toasty,bready malt is the main attraction flavor wise,the hops are herbal in form and come in late giving a nice finish.Would I have liked more hops...yeah but its a well rounded amber.I guess I was thinkin this would be a hopped up amber,and it was more hoppy than many,I would have liked just a little more.",1293140509
5.4,10785,1075,Ashland Amber,American Amber / Red Ale,4,4,3.5,3.5,lstokes,3.5,"This is a very sweet beer--my drinking buddy said ""pine syrup,"" and I saw his point--but it's a decent American Amber. There's a lot of toasted/earthy malt in the nose and some light yeast. It tastes like caramel, steel, pine, a lot of sweetness--butterscotch?--and a hint of citric hop. The sugar also makes it a little rough in the texture and the drinkability areas--I liked the beer, you know, and I would recommend it, but it was just a bit too sweet for my tastes. I want more depth in an amber.",1292778417
5.4,10785,1075,Ashland Amber,American Amber / Red Ale,4,3.5,4.5,4,Offa,4,"This is a very good American amber ale, definitely in the west coast style but not run-of-the-mill, with good complexity, balance, etc. Copper-amber, it has a medium-big tan head steadily shrinking to a foamy ring and leaving a little bit of lace. Aroma is pine bark, grapefruit, perfumy-dusty barley (a bit like Napa Smith Amber Ale but much better, more subtle and well-rounded), plus hint of pineapple. Taste is basically a very good, balanced, firm, well-rounded, and characterful interpretation of standard west-coast style. It's peppery and a bit juicy with hint of grapefruit up front, nice fruity-toasty character, a malt sweetness that is light but firm and balances the leafy-peppery hop bite. Feel is good, solid but no heavy.",1291069813
5.4,10785,1075,Ashland Amber,American Amber / Red Ale,3,4,3.5,3.5,StaveHooks,4,"A - Pours a hazy red amber with a descent 2 finger head that retains well. S - Kind of an earthy cookie dough malt aroma. T - Caramel, toffee, maple, and brown sugar with a side of nutty bread. Some earthy pine mutes out some of the sweetness and adds a bite at the end. M - Moderate carbonation, medium body. This has some distinct aromas and flavors. Lots of earth and nuts. The aroma reminded my of something that I just couldn't make out. I would drink this again.",1290902913
5.4,10785,1075,Ashland Amber,American Amber / Red Ale,4,3,4,4,Beerandraiderfan,3.5,"Definitely an amber pour, great clarity and 1.5"" head. Aroma didn't have much going for it. Taste, very smooth, tiny hop alliance with the amber malt flow. They really do brew to style well, the ipa, pale and amber are very discernable from one another. Lots of caramel, slight hops, just how amber should be done, if not by me baby!",1290659697
5.4,10785,1075,Ashland Amber,American Amber / Red Ale,4,4,4,4,AEK,4,"355ml can poured into a Hobgoblin pint pot. A. Deep amber coloured beer with a solid bubbly yellowish head. S. Winey/pruney, roasted malt, dried fruit stones, some toffee and caramel, nutty. T. Roasted malt, some sweetness beautifully counter balanced by the hop kick. Some notes that are sinilar to one or two barleywines I have had in the past. Some nuttiness in there too. M. Medium, slightly chewy. D. A thoroughly enjoyable amber ale. This is my first 'craft' beer in a can and I am really impressed by it. Such a shame there is no Best Before or Brewed on date stamped on the can.",1289994936
5.4,10785,1075,Ashland Amber,American Amber / Red Ale,3.5,4,4,3.5,tchenery,5,"Nice amber colored beer, as to be expected. Decent head on this one as well. Smells hoppy, especially from an amber ale, I guess from Oregon though that's not too crazy. Very floral and grapefruity, slightly piney. All hops up front, but quickly transforms into a malt forward beer. Very, very interesting. It's bitter upfront in a grassy way, but then it just changes immediately to toasty malt. Fantastic. Medium-bodied brew, excellent drinkability.",1289878777
5.4,10785,1075,Ashland Amber,American Amber / Red Ale,4,4.5,4.5,4,maximum12,4,"Thanks to jtrockchalk for sending me this pretty little can. In the land of Surly it looks quaint, weighing in at 12 oz. I've been delighted by my first two Caldera beers, hoping that the streak continues today. Pours nicely out of the squat can with no canning date. Surprisingly hazy red, I guess I just assumed this would be hard-filtered. Smells like Nicole Kidman would if she was hopped, malted, & stuffed into a can. Brilliant balance. Ashland Amber opens with a malty bang. Hard on comes an assortment of fall nuts, sans salt, & do they have staying power. The acorns cling tenaciously to the palate. I'll not be surprised if squirrels claw their way through the siding, drywall, & fridge door to get into these cans. Light hopping, eyeful of bitter, pepper. Perhaps one of the thickest, chewiest ambers I've had, this could easily pass into brown, or almost porter, territory. That, combined with the tastiness & lovely perfume, make this difficult to sip. Excellent beer, one of the better ambers I've tasted in quite a while. Another winner. Caldera cans would sure look good in the cases next to Furious. Just a thought.",1288379634
5.4,10785,1075,Ashland Amber,American Amber / Red Ale,4,4,4,3.5,elgiacomo,4,"12oz can, unknown date. Pours hazy red/copper/amber with a one finger off white head that holds a good cap but only leaves a few short-lived spots of lacing. Aroma is some caramel, brown sugar, vanilla, grassy, floral hops, bready and yeasty, touch of citrus and fruity esters, good strength. Flavor is somewhat fruity, pears and apples, some citrus, caramel, toffee, bready malt, fairly sweet, low bitterness. Sweet finish. Mouthfeel is thin to medium bodied, low to medium carbonation. Very good Amber Ale, but not as robust as Bell's excellent Amber Ale.",1287958974
5.4,10785,1075,Ashland Amber,American Amber / Red Ale,3,3,3,3,Reidrover,3,"12oz can from Lifesource, Salem Average looking amber beer with a OK light tan head that hangs around. Aroma is pretty weak, subdued, sligh aroma of caramel,hay some slight grassy hop taste is the same mostly semi sweet malts..a little hop and watery finish. OK average palate. Not too impressed with this. Very average. Weinhards used to do a similar Amber",1287252138
